"","V1","V2","V3"
"1070",388.474,48.509,3
"1071",389.93,73.889,3
"1072",390.384,59.937,3
"1073",391.786,72.13,3
"1074",392.926,63.488,3
"1075",393.553,67.943,3
"1076",394.626,78.583,3
"1077",395.643,65.311,3
"1078",396.715,61.735,3
"1079",399.499,55.847,3
"1080",400.204,61.959,3
"1081",400.882,48.857,3
"1082",401.445,53.554,3
"1083",401.961,72.637,3
"1084",402.865,50.064,3
"1085",404.213,58.824,3
"1086",405.133,59.514,3
"1087",406.462,75.161,3
"1088",407.734,61.151,3
"1089",409.517,76.146,3
"1090",410.738,55.98,3
"1091",412.46,48.352,3
"1092",414.745,59.642,3
"1093",416.578,58.682,3
"1094",417.472,72.913,3
"1095",419.479,61.671,3
"1096",421.539,65.509,3
"1097",422.855,57.896,3
"1098",423.308,72.312,3
"1099",424.876,63.659,3
"1100",427.301,52.866,3
"1101",428.306,56.496,3
"1102",429.491,63.914,3
"1103",431.457,51.741,3
"1104",431.817,52.7,3
"1105",433.348,54.709,3
"1106",434.718,55.796,3
"1107",435.7,59.384,3
"1108",436.188,52.454,3
"1109",438.046,50.671,3
"1110",439.489,51.076,3
"1111",440.297,51.044,3
"1112",442.533,59.002,3
"1113",444.359,57.847,3
"1114",445.847,63.321,3
"1115",447.009,53.556,3
"1116",448.248,59.269,3
"1117",449.252,55.079,3
"1118",451.058,56.084,3
"1119",452.231,60.751,3
"1120",455.288,73.972,3
"1121",480.872,334.831,4
"1122",485.216,241.477,4
"1123",486.035,325.079,4
"1124",486.356,232.863,4
"1125",486.759,278.795,4
"1126",487.7,327.89,4
"1127",488.121,266.233,4
"1128",488.824,188.719,4
"1129",489.661,208.594,4
"1130",490.141,317.891,4
"1131",491.006,262.795,4
"1132",491.867,273.072,4
"1133",492.522,349.435,4
"1134",493.272,348.466,4
"1135",493.839,175.772,4
"1136",494.508,372.029,4
"1137",494.83,174.778,4
"1138",495.311,262.529,4
"1139",495.699,232.135,4
"1140",495.73,175.982,4
"1141",496.058,311.919,4
"1142",496.213,346.151,4
"1143",497.08,251.411,4
"1144",497.592,277.648,4
"1145",498.615,321.004,4
"1146",499.348,327.046,4
"1147",500.261,264.723,4
"1148",500.896,228.076,4
"1149",502.061,308.524,4
"1150",502.412,273.52,4
"1151",503.806,193.192,4
"1152",505.413,338.048,4
"1153",506.234,203.63,4
"1154",506.661,272.982,4
"1155",507.103,198.025,4
"1156",507.867,231.304,4
"1157",508.158,194.442,4
"1158",508.522,181.015,4
"1159",509.631,331.831,4
"1160",510.06,299.833,4
"1161",510.995,164.336,4
"1162",511.274,185.284,4
"1163",512.052,330.97,4
"1164",512.474,312.885,4
"1165",512.707,363.166,4
"1166",513.433,272.337,4
"1167",513.942,309.618,4
"1168",514.896,338.554,4
"1169",515.489,181.802,4
"1170",515.637,172.259,4
"1171",515.971,168.484,4
"1172",516.882,243.334,4
"1173",517.255,357.003,4
"1174",517.496,170.072,4
"1175",517.887,375.45,4
"1176",518.631,258.059,4
"1177",518.912,262.173,4
"1178",519.05,275.865,4
"1179",521.297,365.091,4
"1180",521.577,324.102,4
"1181",521.922,265.562,4
"1182",522.173,361.623,4
"1183",522.66,266.664,4
"1184",523.306,331.784,4
"1185",523.525,289.952,4
"1186",524.095,255.166,4
"1187",525.058,322.106,4
"1188",525.683,310.979,4
"1189",526.41,204.544,4
"1190",526.837,185.48,4
"1191",527.096,366.064,4
"1192",527.808,306.467,4
"1193",528.442,254.458,4
"1194",529.27,198.847,4
"1195",529.626,263.193,4
"1196",530.131,166.028,4
"1197",530.802,293.405,4
"1198",531.122,365.629,4
"1199",531.457,227.77,4
"1200",531.702,296.293,4
"1201",532.02,283.149,4
"1202",532.132,199.358,4
"1203",532.647,326.492,4
"1204",532.878,234.675,4
"1205",533.192,160.673,4
"1206",533.877,220.304,4
"1207",534.15,274.941,4
"1208",534.923,201.415,4
"1209",535.435,167.846,4
"1210",535.984,204.646,4
"1211",536.212,234.512,4
"1212",536.616,227.524,4
"1213",536.745,174.493,4
"1214",537.329,309.338,4
"1215",537.521,244.539,4
"1216",538.817,379.651,4
"1217",539.194,278.559,4
"1218",539.774,172.602,4
"1219",539.844,314.595,4
"1220",540.037,277,4
"1221",540.395,329.338,4
"1222",540.609,163.443,4
"1223",540.875,203.393,4
"1224",541.6,359.202,4
"1225",541.962,207.813,4
"1226",543.076,233.018,4
"1227",543.266,165.854,4
"1228",544.265,350.96,4
"1229",544.443,172.071,4
"1230",545.03,301.581,4
"1231",545.303,301.635,4
"1232",545.665,172.952,4
"1233",545.98,364.976,4
"1234",546.914,359.652,4
"1235",548.245,348.933,4
"1236",548.338,342.74,4
"1237",548.628,227.947,4
"1238",549.035,290.121,4
"1239",549.559,170.365,4
"1240",549.987,290.017,4
"1241",552.43,368.72,4
"1242",20.163,135.455,5
"1243",22.54,133.792,5
"1244",23.601,139.432,5
"1245",27.562,131.582,5
"1246",29.526,136.135,5
"1247",32.592,135.646,5
"1248",34.601,149.79,5
"1249",38.274,145.324,5
"1250",40.537,149.816,5
"1251",46.921,131.675,5
"1252",48.715,151.548,5
"1253",54.139,129.718,5
"1254",54.596,127.531,5
"1255",55.752,131.06,5
"1256",56.923,131.517,5
"1257",57.837,132.443,5
"1258",58.408,132.9,5
"1259",59.909,131.622,5
"1260",61.463,133.798,5
"1261",63.28,128.257,5
"1262",65.549,138.53,5
"1263",68.142,144.341,5
"1264",70.974,135.507,5
"1265",71.675,126.72,5
"1266",73.756,131.251,5
"1267",75.71,129.162,5
"1268",76.753,144.234,5
"1269",78.764,145.557,5
"1270",81.256,146.509,5
"1271",82.402,142.087,5
"1272",83.626,142.361,5
"1273",84.094,124.809,5
"1274",88.248,151.101,5
"1275",89.82,147.771,5
"1276",90.21,124.418,5
"1277",91.216,127.902,5
"1278",92.038,147.397,5
"1279",94.98,123.231,5
"1280",97.174,149.764,5
"1281",99.236,140.842,5
"1282",99.415,132.784,5
"1283",100.697,148.987,5
"1284",101.718,151.445,5
"1285",102.192,128.267,5
"1286",102.345,156.875,5
"1287",104.671,131.178,5
"1288",105.947,120.576,5
"1289",106.423,153.835,5
"1290",109.149,137.643,5
"1291",110.612,143.044,5
"1292",112.654,145.227,5
"1293",113.741,153.157,5
"1294",117.786,150.827,5
"1295",120.133,119.53,5
"1296",122.344,126.998,5
"1297",122.97,130.338,5
"1298",124.424,123.629,5
"1299",126.069,150.593,5
"1300",128.502,137.405,5
"1301",129.8,148.397,5
"1302",130.996,142.945,5
"1303",132.985,139.085,5
"1304",138.954,151.225,5
"1305",139.725,142.143,5
"1306",141.033,136.615,5
"1307",143.928,119.499,5
"1308",145.088,127.996,5
"1309",147.137,145.576,5
"1310",150.874,143.991,5
"1311",151.57,132.643,5
"1312",152.641,126.352,5
"1313",154.816,124.228,5
"1314",155.562,137.586,5
"1315",156.685,116.021,5
"1316",159.459,159.694,5
"1317",160.652,135.253,5
"1318",161.822,145.008,5
"1319",163.865,133.157,5
"1320",164.448,146.123,5
"1321",166.413,127.977,5
"1322",167.876,124.219,5
"1323",168.858,116.553,5
"1324",170.047,154.26,5
"1325",174.158,123.771,5
"1326",176.448,134.225,5
"1327",178.697,124.466,5
"1328",179.603,125.417,5
"1329",180.723,152.672,5
"1330",183.14,149.104,5
"1331",185.67,143.05,5
"1332",189.056,120.449,5
"1333",190.099,136.46,5
"1334",191.786,116.852,5
"1335",192.382,128.013,5
"1336",193.626,133.698,5
"1337",194.39,114.376,5
"1338",195.738,135.992,5
"1339",198.6,155.586,5
"1340",199.467,135.352,5
"1341",200.434,114.484,5
"1342",203.988,141.826,5
"1343",206.186,119.585,5
"1344",206.79,126.155,5
"1345",207.826,144.105,5
"1346",208.591,129.315,5
"1347",211.667,148.61,5
"1348",212.739,151.245,5
"1349",213.784,159.809,5
"1350",216.198,138.852,5
"1351",217.273,132.778,5
"1352",219.627,133.476,5
"1353",220.024,150.138,5
"1354",221.087,124.243,5
"1355",221.448,112.89,5
"1356",222.243,128.54,5
"1357",223.322,146.254,5
"1358",225.3,119.518,5
"1359",226.192,115.616,5
"1360",227.152,111.342,5
"1361",228.003,115.449,5
"1362",229.062,118.111,5
"1363",231.865,119.5,5
"1364",232.564,123.819,5
"1365",233.056,159.382,5
"1366",233.971,122.505,5
"1367",235.537,139.907,5
"1368",236.322,150.657,5
"1369",237.016,144.844,5
"1370",238.188,151.559,5
"1371",238.685,156.991,5
"1372",240.516,150.911,5
"1373",242.275,148.436,5
"1374",242.966,156.867,5
"1375",243.745,144.246,5
"1376",244.482,156.06,5
"1377",244.964,156.2,5
"1378",246.113,148.951,5
"1379",246.408,153.451,5
"1380",248.583,110.92,5
"1381",249.141,141.036,5
"1382",249.995,130.426,5
"1383",251.757,134.636,5
"1384",252.769,149.487,5
"1385",254.687,119.377,5
"1386",254.895,159.468,5
"1387",255.668,135.436,5
"1388",256.683,135.129,5
"1389",257.022,148.442,5
"1390",258.886,143.29,5
"1391",261.13,150.724,5
"1392",261.35,123.095,5
"1393",262.475,151.48,5
"1394",263.424,154.39,5
"1395",264.568,132.859,5
"1396",265.271,136.056,5
"1397",265.645,148.981,5
"1398",266.535,126.489,5
"1399",268.389,149.466,5
"1400",268.992,128.756,5
"1401",270.461,159.535,5
"1402",272.095,116.329,5
"1403",272.8,131.06,5
"1404",273.96,112.132,5
"1405",274.629,126.368,5
"1406",275.433,159.832,5
"1407",276.017,155.483,5
"1408",276.4,147.304,5
"1409",277.327,152.237,5
"1410",278.876,160.939,5
"1411",280.239,133.911,5
"1412",280.972,135.362,5
"1413",281.773,151.874,5
"1414",282.664,137.674,5
"1415",285.095,110.859,5
"1416",286.109,146.389,5
"1417",287.04,161.174,5
"1418",287.998,162.888,5
"1419",288.741,127.745,5
"1420",289.269,146.349,5
"1421",290.278,120.803,5
"1422",290.594,126.369,5
"1423",291.729,141.952,5
"1424",292.221,147.908,5
"1425",293.231,160.734,5
"1426",294.203,111.993,5
"1427",294.478,144.722,5
"1428",297.582,126.619,5
"1429",298.336,152.056,5
"1430",300.213,149.197,5
"1431",300.479,111.716,5
"1432",301.491,125.282,5
"1433",301.988,147.122,5
"1434",303.514,128.15,5
"1435",304.495,148.12,5
"1436",304.844,150.956,5
"1437",305.023,146.022,5
"1438",305.32,117.454,5
"1439",306.886,158.827,5
"1440",308.903,133.036,5
"1441",309.514,108.966,5
"1442",310.989,149.599,5
"1443",312.728,131.854,5
"1444",313.972,138.096,5
"1445",314.744,123.795,5
"1446",315.034,162.594,5
"1447",318.113,119.776,5
"1448",318.642,125.897,5
"1449",320.046,142.62,5
"1450",321.235,110.232,5
"1451",323.767,137.205,5
"1452",325.108,149.343,5
"1453",326.088,157.696,5
"1454",326.944,115.167,5
"1455",327.722,108.153,5
"1456",328.09,119.36,5
"1457",328.568,125.463,5
"1458",328.882,133.027,5
"1459",329.07,130.705,5
"1460",331.298,150.178,5
"1461",332.78,117.426,5
"1462",332.962,139.875,5
"1463",333.176,142.43,5
"1464",334.072,145.903,5
"1465",334.732,118.522,5
"1466",335.609,112.523,5
"1467",336.048,106.842,5
"1468",336.464,109.636,5
"1469",337.301,121.584,5
"1470",338.975,142.92,5
"1471",340.076,140.209,5
"1472",340.733,130.657,5
"1473",341.432,148.501,5
"1474",342.143,135.803,5
"1475",342.561,118.268,5
"1476",342.76,159.119,5
"1477",343.347,120.624,5
"1478",345.759,112.959,5
"1479",346.177,142.695,5
"1480",347.01,162.25,5
"1481",348.324,155.248,5
"1482",348.847,121.319,5
"1483",349.27,104.102,5
"1484",350.268,155.018,5
"1485",351.355,130.904,5
"1486",352.184,116.145,5
"1487",352.6,153.59,5
"1488",353.529,165.407,5
"1489",353.965,109.725,5
"1490",354.898,104.62,5
"1491",355.471,131.498,5
"1492",356.412,115.175,5
"1493",357.903,159.996,5
"1494",358.739,148.101,5
"1495",359.707,110.247,5
"1496",360.877,135.827,5
"1497",361.789,151.029,5
"1498",362.986,105.904,5
"1499",363.991,161.374,5
"1500",364.349,124.248,5
"1501",365.072,123.332,5
"1502",365.712,109.745,5
"1503",366.139,161.967,5
"1504",367.357,157.376,5
"1505",368.109,148.878,5
"1506",370.159,132.535,5
"1507",370.341,122.888,5
"1508",371.905,151.124,5
"1509",372.141,146.876,5
"1510",372.809,101.883,5
"1511",373.572,124.196,5
"1512",374.806,110.627,5
"1513",375.012,166.118,5
"1514",375.493,148.985,5
"1515",375.997,128.038,5
"1516",376.54,115.948,5
"1517",377.539,134.109,5
"1518",379.408,133.052,5
"1519",379.881,147.462,5
"1520",380.49,164.797,5
"1521",380.935,116.036,5
"1522",381.989,104.546,5
"1523",382.408,128.653,5
"1524",383.107,109.26,5
"1525",383.366,158.673,5
"1526",383.876,166.926,5
"1527",384.802,112.571,5
"1528",385.689,126.766,5
"1529",386.499,126.074,5
"1530",386.875,149.056,5
"1531",388.105,141.878,5
"1532",389.451,102.493,5
"1533",391.529,106.554,5
"1534",392.474,158.959,5
"1535",393.363,160.461,5
"1536",393.913,162.008,5
"1537",394.391,144.514,5
"1538",394.913,107.693,5
"1539",395.405,137.845,5
"1540",395.852,135.215,5
"1541",396.776,119.499,5
"1542",397.641,139.632,5
"1543",399.164,105.794,5
"1544",399.918,165.557,5
"1545",401.254,134.953,5
"1546",402.096,162.859,5
"1547",402.61,108.187,5
"1548",403.609,147.19,5
"1549",405.196,157.791,5
"1550",405.949,154.721,5
"1551",406.65,161.996,5
"1552",408.269,136.817,5
"1553",409.474,109.904,5
"1554",411.081,110.178,5
"1555",412.274,164.404,5
"1556",413.416,142.217,5
"1557",413.929,153.953,5
"1558",414.675,155.706,5
"1559",415.76,158.422,5
"1560",415.947,148.758,5
"1561",417.508,159.855,5
"1562",418.315,141.355,5
"1563",419.537,148.749,5
"1564",420.437,134.559,5
"1565",420.996,156.976,5
"1566",421.305,104.089,5
"1567",421.528,107.615,5
"1568",423.015,155.494,5
"1569",423.708,124.388,5
"1570",424.648,154.398,5
"1571",425.93,147.334,5
"1572",426.891,113.192,5
"1573",427.803,109.824,5
"1574",429.384,98.402,5
"1575",429.747,111.753,5
"1576",430.327,117.361,5
"1577",431.114,166.059,5
"1578",431.724,114.938,5
"1579",432.267,156.525,5
"1580",432.536,117.196,5
"1581",433.09,104.252,5
"1582",434.12,115.038,5
"1583",435.246,158.305,5
"1584",435.818,162.484,5
"1585",436.959,147.122,5
"1586",438.152,137.398,5
"1587",438.75,98.508,5
"1588",439.579,169.047,5
"1589",439.691,141.413,5
"1590",440.249,117.888,5
"1591",442.137,130.39,5
"1592",442.7,167.665,5
"1593",443.017,137.065,5
"1594",443.897,163.984,5
"1595",444.519,96.789,5
"1596",445.233,127.048,5
"1597",445.52,112.532,5
"1598",446.048,104.647,5
"1599",446.788,124.089,5
"1600",447.624,107.356,5
"1601",448.034,107.531,5
"1602",448.515,169.29,5
"1603",449.34,132.426,5
"1604",449.89,94.756,5
"1605",450.602,154.409,5
"1606",451.759,127.084,5
"1607",452.486,136.176,5
"1608",452.895,98.269,5
"1609",454.448,155.473,5
"1610",454.853,146.684,5
"1611",19.63,349.476,6
"1612",22.691,367.157,6
"1613",23.878,357.674,6
"1614",25.846,359.834,6
"1615",26.461,342.387,6
"1616",27.403,350.942,6
"1617",29.272,353.44,6
"1618",31.412,383.076,6
"1619",32.358,371.62,6
"1620",33.132,371.771,6
"1621",33.892,337.602,6
"1622",35.6,383.954,6
"1623",37.084,333.971,6
"1624",37.494,335.178,6
"1625",38.315,359.756,6
"1626",38.604,396.243,6
"1627",39.737,361.884,6
"1628",40.679,388.344,6
"1629",41.653,319.618,6
"1630",42.345,394.862,6
"1631",43.797,340.708,6
"1632",44.178,332.407,6
"1633",44.706,365.156,6
"1634",46.428,355.147,6
"1635",47.515,356.629,6
"1636",48.115,342.562,6
"1637",49.459,350.855,6
"1638",50.221,334.949,6
"1639",51.055,379.387,6
"1640",52.212,327.486,6
"1641",53.565,363.259,6
"1642",54.699,345.209,6
"1643",56.059,385.797,6
"1644",57.262,381.326,6
"1645",59.588,357.893,6
"1646",61.471,379.243,6
"1647",61.998,387.088,6
"1648",63.099,339.609,6
"1649",64.309,352.468,6
"1650",64.903,367.009,6
"1651",65.812,393.432,6
"1652",66.669,364.468,6
"1653",67.612,375.903,6
"1654",68.008,383.416,6
"1655",68.789,372.091,6
"1656",71.037,360.484,6
"1657",73.94,345.452,6
"1658",74.735,339.028,6
"1659",75.428,379.489,6
"1660",76.856,362.964,6
"1661",78.884,351.998,6
"1662",79.65,373.082,6
"1663",81.327,329.31,6
"1664",82.628,386.988,6
"1665",83.23,367.24,6
"1666",83.711,341.459,6
"1667",84.957,388.822,6
"1668",85.27,389.035,6
"1669",86.209,368.775,6
"1670",87.567,398.195,6
"1671",91.831,373.494,6
"1672",92.391,365.471,6
"1673",92.829,375.571,6
"1674",94.331,374.994,6
"1675",95.679,355.861,6
"1676",98.554,327.855,6
"1677",100.356,343.139,6
"1678",101.355,392.531,6
"1679",102.682,396.718,6
"1680",103.281,392.931,6
"1681",104.011,363.262,6
"1682",104.786,331.155,6
"1683",105.121,344.324,6
"1684",106.15,372.175,6
"1685",108.516,334.433,6
"1686",108.74,389.766,6
"1687",109.958,400.941,6
"1688",111.22,345.926,6
"1689",112.781,389.315,6
"1690",113.842,391.853,6
"1691",114.926,340.23,6
"1692",115.261,349.419,6
"1693",116.562,346.507,6
"1694",116.922,394.277,6
"1695",118.894,334.391,6
"1696",119.6,375.124,6
"1697",120.381,370.344,6
"1698",120.825,334.534,6
"1699",122.749,338.957,6
"1700",125.508,353.338,6
"1701",126.19,382.555,6
"1702",127.186,365.922,6
"1703",127.912,353.864,6
"1704",128.304,353.219,6
"1705",129.391,328.166,6
"1706",130.542,349.603,6
"1707",130.862,372.719,6
"1708",131.724,353.369,6
"1709",132.643,327.94,6
"1710",133.877,379.068,6
"1711",134.885,329.977,6
"1712",135.315,357.724,6
"1713",137.015,340.944,6
"1714",137.442,367.477,6
"1715",138.355,394.453,6
"1716",139.28,378.471,6
"1717",140.046,371.254,6
"1718",140.794,348.667,6
"1719",141.719,382.129,6
"1720",143.696,389.256,6
"1721",144.511,391.301,6
"1722",145.283,382.486,6
"1723",146.735,363.463,6
"1724",147.796,323.203,6
"1725",148.646,373.737,6
"1726",149.749,394.613,6
"1727",150.137,343.403,6
"1728",152.39,373.589,6
"1729",152.761,398.566,6
"1730",154.49,389.909,6
"1731",155.075,357.295,6
"1732",157.744,325.818,6
"1733",159.24,376.091,6
"1734",160.202,380.371,6
"1735",161.99,365.087,6
"1736",162.862,339.485,6
"1737",164.314,341.107,6
"1738",164.805,318.129,6
"1739",166.374,340.962,6
"1740",168.254,391.485,6
"1741",169.13,392.663,6
"1742",171.751,373.785,6
"1743",173.256,389.621,6
"1744",173.481,384.481,6
"1745",174.257,314.826,6
"1746",174.701,329.036,6
"1747",175.309,345.168,6
"1748",175.93,353.58,6
"1749",177.14,368.486,6
"1750",177.867,371.715,6
"1751",178.184,317.635,6
"1752",179.134,323.988,6
"1753",179.369,326.522,6
"1754",180.012,381.236,6
"1755",180.725,330.761,6
"1756",181.608,343.612,6
"1757",183.608,384.239,6
"1758",184.551,356.24,6
"1759",184.854,326.746,6
"1760",185.522,318.843,6
"1761",185.979,381.037,6
"1762",186.061,333.279,6
"1763",187.069,317.164,6
"1764",187.73,337.019,6
"1765",188.529,309.77,6
"1766",189.777,336.671,6
"1767",192.081,334.49,6
"1768",192.965,370.724,6
"1769",193.226,383.806,6
"1770",194.004,345.934,6
"1771",194.615,317.75,6
"1772",195.402,318.689,6
"1773",195.7,341.63,6
"1774",197.125,358.948,6
"1775",197.687,384.699,6
"1776",198.43,396.933,6
"1777",199.645,359.01,6
"1778",200.389,367.112,6
"1779",201.408,333.623,6
"1780",202.13,369.695,6
"1781",203.031,304.539,6
"1782",203.492,344.555,6
"1783",203.626,332.286,6
"1784",205.471,360.552,6
"1785",205.983,354.271,6
"1786",207.846,313.296,6
"1787",208.828,347.435,6
"1788",210.178,381.39,6
"1789",211.081,346.189,6
"1790",212.218,352.546,6
"1791",212.441,335.582,6
"1792",212.709,346.273,6
"1793",212.975,355.365,6
"1794",213.517,328.602,6
"1795",214.337,383.732,6
"1796",214.778,352.766,6
"1797",215.837,395.339,6
"1798",216.275,344.837,6
"1799",216.691,299.908,6
"1800",217.011,348.172,6
"1801",217.927,376.302,6
"1802",218.218,369.903,6
"1803",219.168,338.646,6
"1804",219.975,381.722,6
"1805",220.203,342.417,6
"1806",221.014,313.268,6
"1807",221.483,335.171,6
"1808",222.342,310.161,6
"1809",223.5,331.001,6
"1810",223.912,299.244,6
"1811",224.663,400.324,6
"1812",224.856,382.039,6
"1813",226.199,343.957,6
"1814",227.477,336.655,6
"1815",228.534,347.878,6
"1816",229.163,368.545,6
"1817",229.257,397.519,6
"1818",229.736,305.988,6
"1819",232.237,391.361,6
"1820",232.926,374.289,6
"1821",233.61,292.224,6
"1822",234.479,299.916,6
"1823",234.85,371.915,6
"1824",235.435,317.97,6
"1825",235.89,309.186,6
"1826",236.433,366.293,6
"1827",237.501,326.768,6
"1828",238.334,302.021,6
"1829",238.515,307.758,6
"1830",239.226,356.51,6
"1831",239.499,341.685,6
"1832",240.196,336.499,6
"1833",240.473,368.099,6
"1834",241.59,342.149,6
"1835",241.891,381.061,6
"1836",242.966,390.113,6
"1837",243.324,285.619,6
"1838",244.477,382.524,6
"1839",244.779,381.582,6
"1840",245.247,285.977,6
"1841",246.079,326.126,6
"1842",247.13,318.996,6
"1843",247.822,333.245,6
"1844",248.125,346.789,6
"1845",248.591,292.215,6
"1846",249.807,311.445,6
"1847",250.294,351.677,6
"1848",251.711,366.227,6
"1849",252.868,284.662,6
"1850",253.215,385.3,6
"1851",253.658,282.454,6
"1852",253.755,322.149,6
"1853",254.04,389.891,6
"1854",254.356,327.074,6
"1855",255.184,364.71,6
"1856",255.626,399.492,6
"1857",255.924,311.035,6
"1858",256.963,381.075,6
"1859",257.238,289.789,6
"1860",258.056,330.499,6
"1861",259.155,373.736,6
"1862",259.768,309.523,6
"1863",259.905,281.671,6
"1864",261.23,299.372,6
"1865",262.001,361.898,6
"1866",262.411,357.32,6
"1867",263.693,305.648,6
"1868",263.977,305.759,6
"1869",264.761,377.055,6
"1870",265.614,399.174,6
"1871",266.554,304.575,6
"1872",266.705,350.153,6
"1873",267.081,313.846,6
"1874",267.452,290.026,6
"1875",267.748,352.889,6
"1876",268.215,334.102,6
"1877",268.604,347.187,6
"1878",269.071,331.948,6
"1879",269.557,319.773,6
"1880",270.599,360.545,6
"1881",270.766,348.803,6
"1882",271.375,341.773,6
"1883",271.554,292.768,6
"1884",272.273,396.064,6
"1885",273.29,293.129,6
"1886",273.852,297.201,6
"1887",274.456,393.318,6
"1888",275.018,390.815,6
"1889",275.965,341.212,6
"1890",276.379,364.671,6
"1891",277.239,319.648,6
"1892",277.636,287.894,6
"1893",277.865,295.799,6
"1894",278.699,327.014,6
"1895",279.889,382.823,6
"1896",280.581,351.827,6
"1897",281.568,307.436,6
"1898",281.765,373.226,6
"1899",282.162,293.951,6
"1900",282.322,342.371,6
"1901",282.66,351.256,6
"1902",283.452,376.83,6
"1903",284.714,302.182,6
"1904",285.139,346.886,6
"1905",285.723,363.942,6
"1906",285.857,345.885,6
"1907",286.249,346.898,6
"1908",286.682,351.613,6
"1909",287.241,384.163,6
"1910",288.326,384.467,6
"1911",288.669,377.337,6
"1912",289.253,338.963,6
"1913",289.52,333.788,6
"1914",290.63,361.425,6
"1915",291.376,308.967,6
"1916",292.198,358.362,6
"1917",292.543,298.838,6
"1918",293.355,324.01,6
"1919",293.751,306.411,6
"1920",294.182,378.559,6
"1921",294.614,325.861,6
"1922",296.555,306.575,6
"1923",296.958,382.22,6
"1924",298.207,299.327,6
"1925",298.671,377.606,6
"1926",300.118,353.163,6
"1927",300.996,375.288,6
"1928",301.39,338.523,6
"1929",302.585,360.149,6
"1930",303.038,377.79,6
"1931",303.779,378.984,6
"1932",304.234,301.891,6
"1933",305.172,359.986,6
"1934",305.648,303.526,6
"1935",307.581,397.806,6
"1936",308.518,400.249,6
"1937",309.301,336.652,6
"1938",309.991,306.869,6
"1939",310.802,389.039,6
"1940",311.134,343.202,6
"1941",311.648,387.505,6
"1942",312.849,337.028,6
"1943",313.275,394.552,6
"1944",313.773,392.062,6
"1945",314.734,372.732,6
"1946",315.007,365.965,6
"1947",317.379,371.384,6
"1948",317.912,382.673,6
"1949",318.992,315.658,6
"1950",319.649,372.035,6
"1951",320.654,321.73,6
"1952",321.207,387.65,6
"1953",321.734,373.914,6
"1954",322.403,326.447,6
"1955",323.134,398.075,6
"1956",324.948,366.022,6
"1957",325.339,347.075,6
"1958",326.037,371.664,6
"1959",327.784,334.158,6
"1960",328.515,323.344,6
"1961",329.41,340.427,6
"1962",330.088,350.123,6
"1963",330.401,371.878,6
"1964",331.529,351.491,6
"1965",332.463,327.332,6
"1966",334.078,339.272,6
"1967",334.874,311.798,6
"1968",335.542,367.419,6
"1969",337.687,384.806,6
"1970",338.011,390.244,6
"1971",339.267,342.463,6
"1972",339.761,334.525,6
"1973",340.794,318.997,6
"1974",341.5,322.826,6
"1975",342.018,342.896,6
"1976",342.468,358.592,6
"1977",342.961,346.798,6
"1978",343.296,315.26,6
"1979",343.613,386.365,6
"1980",343.854,369.105,6
"1981",344.749,348.701,6
"1982",345.608,349.167,6
"1983",347.346,373.371,6
"1984",347.688,359.336,6
"1985",348.557,397.396,6
"1986",349.286,394.957,6
"1987",349.841,331.45,6
"1988",351.698,350.463,6
"1989",353.635,338.307,6
"1990",354.384,365.922,6
"1991",355.433,317.592,6
"1992",356.506,324.225,6
"1993",356.941,374.429,6
"1994",357.544,360.146,6
"1995",358.707,394.035,6
"1996",359.02,386.164,6
"1997",359.226,369.82,6
"1998",359.884,365.271,6
"1999",360.191,319.999,6
"2000",360.986,370.84,6
"2001",361.176,323.365,6
"2002",361.983,340.434,6
"2003",363.552,350.567,6
"2004",364.138,389.774,6
"2005",364.31,400.75,6
"2006",364.868,371.305,6
"2007",365.271,394.511,6
"2008",367.192,377.158,6
"2009",368.095,322.415,6
"2010",368.875,381.008,6
"2011",370.46,385.538,6
"2012",371.19,373.831,6
"2013",373.018,364.119,6
"2014",373.965,322.584,6
"2015",374.933,379.476,6
"2016",375.286,385.352,6
"2017",376.258,337.189,6
"2018",379.053,325.039,6
"2019",379.967,376.652,6
"2020",381.251,382.6,6
"2021",382.274,330.678,6
"2022",382.877,361.738,6
"2023",383.532,392.374,6
"2024",385.117,359.703,6
"2025",386.335,338.236,6
"2026",386.801,364.83,6
"2027",387.565,393.354,6
"2028",387.701,383.558,6
"2029",388.808,325.055,6
"2030",389.141,383.174,6
"2031",389.596,366.305,6
"2032",390.214,325.705,6
"2033",391.248,391.097,6
"2034",392.615,351.181,6
"2035",392.911,350.535,6
"2036",394.155,345.312,6
"2037",395.88,377.841,6
"2038",396.936,371.517,6
"2039",397.628,321.44,6
"2040",398.174,386.012,6
"2041",399.255,393.952,6
"2042",400.306,357.416,6
"2043",401.899,349.845,6
"2044",404.031,348.756,6
"2045",404.279,389.834,6
"2046",405.065,348.706,6
"2047",406.237,362.886,6
"2048",406.969,352.447,6
"2049",408.012,393.706,6
"2050",408.556,383.086,6
"2051",409.45,398.005,6
"2052",410.003,346.277,6
"2053",410.776,351.986,6
"2054",412.663,382.547,6
"2055",413.546,365.278,6
"2056",415.726,363.253,6
"2057",417.072,375.138,6
"2058",417.484,355.655,6
"2059",418.502,373.409,6
"2060",420.889,384.816,6
"2061",421.985,369.462,6
"2062",424.566,372.556,6
"2063",425.837,342.892,6
"2064",427.491,356.414,6
"2065",429.937,337.217,6
"2066",430.432,351.46,6
"2067",431.508,375.668,6
"2068",432.453,387.599,6
